Apr 23 – May 23, 2024	23 avril–23 mai 2024	tʋʋl-nif kiuug 23 -sig-noy kiuug 23, 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="yMMMd"]/greatestDifference[@id="M"]	dc-75_XXX
Apr 23, 2024	23 avril 2024	tʋʋl-nif kiuug 23, 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateFormats/dateFormatLength[@type="medium"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-76_XXX
Apr 23, 2024 – Apr 23, 2027	23 avril 2024–23 avril 2027	tʋʋl-nif kiuug  23, 2024-tʋʋl-nif kiuug 23, 2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMMd"]/greatestDifference[@id="y"]	dc-77_XXX
Apr 23, 2024	23 avril 2024	tʋʋl-nif kiuug 23, 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="GyMMMd"]	dc-78_XXX
Apr 23, 2024	23 avril 2024	tʋʋl-nif kiuug 23, 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateFormats/dateFormatLength[@type="medium"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-79_XXX
Apr 23, 2024 – Apr 23, 2345	23 avril 2024–23 avril 2345	tʋʋl-nif kiuug 23, 2024-tʋʋl-nif kiuug 23, 2345		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMMd"]/greatestDifference[@id="G"]	dc-80_XXX
Apr 2024 – Apr 2027	Avril 2024–Avril 2027	tʋʋl-nif kiuug 2024-tʋʋl-nif kiuug 2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMM"]/greatestDifference[@id="y"]	dc-81_XXX
Apr 2024	Avril 2024	tʋʋl-nif kiuug 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="GyMMM"]	dc-82_XXX
Apr 2024 – Apr 2345	Avril 2024–Avril 2345	tʋʋl-nif kiuug 2024-tʋʋl-nif kiuug 2345	Typing mistake in the year	//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="GyMMM"]/greatestDifference[@id="G"]	dc-83_XXX
April 23, 2024	23 avril 2024	tʋʋl-nif kiuug 23, 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateFormats/dateFormatLength[@type="long"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-84_XXX
April 23, 2024	23 avril 2024	tʋʋl-nif kiuug 23, 2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateFormats/dateFormatLength[@type="long"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-85_XXX
2024 – 2027	2024–2027	2024-2027		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Gy"]/greatestDifference[@id="y"]	dc-86_XXX
2024	2024	2024		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="Gy"]	dc-87_XXX
2024 – 2345	2024–2345	2024-2345		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="Gy"]/greatestDifference[@id="G"]	dc-88_XXX
Apr – May	Avr.–mai	tʋl-ni-kiu -sig-no-kiu		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MMM"]/greatestDifference[@id="M"]	dc-89_XXX
Apr 23	23 Avr.	tʋl-ni-kiu 23		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="MMMd"]	dc-90_XXX
Apr 23 – Apr 24	23 Avril–24 Avril	tʋʋl-nif kiuug 23 -tʋʋl-nif kiuug 24		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MMMd"]/greatestDifference[@id="d"]	dc-91_XXX
Apr 23 – May 23	23 Avril–23 Mai	tʋʋl-nif kiuug 23 -sig-noy kiuug 23		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MMMd"]/greatestDifference[@id="M"]	dc-92_XXX
Wed, Apr 23	Mer 23 avril	Arb, tʋl-ni-kiu 23		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="MMMEd"]	dc-93_XXX
Tue, Apr 23 – Wed, Apr 24	Mar 23 avr.–Mer 24 avr.	tal, tʋl-ni-kiu 23-arb, tʋl-ni-kiu 24		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MMMEd"]/greatestDifference[@id="d"]	dc-94_XXX
Tue, Apr 23 – Tue, May 23	Mar. 23 avr.–Mar. 23 mai	tal, tʋl-ni-kiu 23-tal, sig-no-kiu 23		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/intervalFormats/intervalFormatItem[@id="MMMEd"]/greatestDifference[@id="M"]	dc-95_XXX
April 23	23 avril	tʋʋl-nif kiuug 23		//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="MMMMd"]	dc-96_XXX
April – Week 4	Avril – Semaine 4	tʋʋl-nif kiuugu - rasem a yopoe 4	The term sɩmend is rendered as rasem a yopoe for accuracy	//ldml/dates/calendars/calendar[@type="gregorian"]/dateTimeFormats/availableFormats/dateFormatItem[@id="MMMMW"][@count="other"]	dc-97_XXX
4/23/24	23/04/24	23/04/24		//ldml/dates/calendars/calendar[@type="gregorian"]/dateFormats/dateFormatLength[@type="short"]/dateFormat[@type="standard"]/pattern[@type="standard"]	dc-98_XXX
4/23/24	23/04/24	23/04/24			dc-99_XXX
COORDINATES AND DIRECTIONS / COORDONNÉES ET DIRECTIONS					
"In websites like Wikipedia, it's common to see the long form of coordinates, such as ""Cape Town is located at 33.9258° south and 18.4232° east.""
Sur des sites web comme celui de Wikipédia, on trouve souvent des coordonnées au format étendu. Par exemple : « Le Cap est situé à 33,9258 °Sud et à 18,4232 °Est. »"					
ENGLISH	FRENCH	Correction (if necessary/si nécessaire)			
48.8584° north	48,8584 °Nord	48,8584 ° Rɩtg baobgo		//ldml/units/unitLength[@type="long"]/coordinateUnit/coordinateUnitPattern[@type="north"]	co-1_XXX
22.5609° south	22,5609 °Sud	22,5609 ° Goabg baobgo		//ldml/units/unitLength[@type="long"]/coordinateUnit/coordinateUnitPattern[@type="south"]	co-2_XXX
2.2945° east	2,2945 °Est	2,2945 ° Yaanga		//ldml/units/unitLength[@type="long"]/coordinateUnit/coordinateUnitPattern[@type="east"]	co-3_XXX
0.2057° west	0,2057 °Ouest	0,2057 ° Nin-taoore		//ldml/units/unitLength[@type="long"]/coordinateUnit/coordinateUnitPattern[@type="west"]	co-4_XXX
cardinal direction	Direction cardinale	Ween-n-vɩɩse		//ldml/units/unitLength[@type="long"]/coordinateUnit/displayName	co-5_XXX
"In devices like Garmin, coordinates are shown with no space between the number and the cardinal direction.  
Sur certains appareils comme ceux fabriqués par Garmin, les coordonnées s’affichent sans espace entre le chiffre et la direction cardinale."					
ENGLISH	FRENCH	Correction (if necessary/si nécessaire)			
48.8584°N	48,8584 °N	48,8584 °R		//ldml/units/unitLength[@type="narrow"]/coordinateUnit/coordinateUnitPattern[@type="north"]	co2-1_XXX
22.5609°S	22,5609 °S	22,5609 °G		//ldml/units/unitLength[@type="narrow"]/coordinateUnit/coordinateUnitPattern[@type="south"]	co2-2_XXX
2.2945°E	2,2945 °E	2,2945 °Y		//ldml/units/unitLength[@type="narrow"]/coordinateUnit/coordinateUnitPattern[@type="east"]	co2-3_XXX
0.2057°W	0,2057 °O	0,2057 °N	No need to add the letter ''T'' since it's an abbreviation.	//ldml/units/unitLength[@type="narrow"]/coordinateUnit/coordinateUnitPattern[@type="west"]	co2-4_XXX
					
"The GPS in your car is giving you directions. Coming up soon, you need to turn right. The GPS alerts you ""Take the 1st right"" (i.e., turn right at the next intersection). Or maybe the GPS alerts you ""Take the 2nd right"" or ""Take the 3rd right"" etc. (i.e., turn right at the second, third, or fourth intersection).
Le GPS de votre voiture indique la direction à prendre. Vous devez bientôt tourner à droite. Le GPS vous avertit : « Prenez la première à droite » (c’est-à-dire tournez à droite à la prochaine intersection). Il peut aussi signaler : « Prenez la deuxième à droite » ou « Prenez la troisième à droite », etc. (c’est-à-dire tournez à la deuxième, troisième ou quatrième intersection à droite)."					
ENGLISH	FRENCH	Correction (if necessary/si nécessaire)			
Take the 1st right	Prenez la 1re à droite	Gõdg-y pipi rɩtgo		//ldml/numbers/minimalPairs/ordinalMinimalPairs[@ordinal="one"]	co3-1_XXX
Take the 2nd right	Prenez la 2e à droite	Gõdg-y yiib-n-soab rɩtgo		//ldml/numbers/minimalPairs/ordinalMinimalPairs[@ordinal="two"]	co3-2_XXX
Take the 3rd right	Prenez la 3e à droite	Gõdg-y tãab-n-soab rɩtgo		//ldml/numbers/minimalPairs/ordinalMinimalPairs[@ordinal="few"]	co3-3_XXX
QUARTERS / TRIMESTRES					
"Many sports divide a game into 4 parts, called ""quarters."" Businesses and nonprofits often divide a year into 4 parts, also called ""quarters."" Both use terms like “1st Quarter” and abbreviations “Q1.” You’ll see these in finance apps, reports, and game scores.

Please give us your translation for terms like “1st Quarter,” “2nd Quarter,” and so on—both full forms and abbreviated ones (like “Q1” and ""Q2""). We’ve included examples from English and French.

If your language doesn’t use the abbreviated version, just leave that blank or type “NA.”

Dans de nombreux sports, un match est divisé en quatre parties appelées « quarts ». Les entreprises et les ONG divisent aussi l’année en quatre parties appelées « trimestres ». Dans les deux cas, on utilise des termes comme « 1er trimestre » et des abréviations comme « T1 ». On les retrouve dans les applications informatiques financières, les rapports et les scores de jeux.

Veuillez fournir votre traduction des termes comme « 1er trimestre », « 2e trimestre », etc. — à la fois les formes complètes et les formes abrégées (comme « T1 » et « T2 »). Si votre langue n’utilise pas la version abrégée, laissez simplement la case vide ou saisissez « NA »."					
ENGLISH	FRENCH	Correction (if necessary/si nécessaire)			
1st quarter	1er trimestre	pipi ki-tãabre 		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="wide"]/quarter[@type="1"]	qt-1_XXX
2nd quarter	2e trimestre	ki-tãabr a yiib-n-soaba		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="wide"]/quarter[@type="2"]	qt-2_XXX
3rd quarter	3e trimestre	ki-tãabr a tãab-n-soaba		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="wide"]/quarter[@type="3"]	qt-3_XXX
4th quarter	4e trimestre	ki-tãabr a naas-n-soaba		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="wide"]/quarter[@type="4"]	qt-4_XXX
Q1	T1	K-tã1		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="abbreviated"]/quarter[@type="1"]	qt-5_XXX
Q2	T2	K-tã2		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="abbreviated"]/quarter[@type="2"]	qt-6_XXX
Q3	T3	K-tã3		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="abbreviated"]/quarter[@type="3"]	qt-7_XXX
Q4	T4	K-tã4		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="stand-alone"]/quarterWidth[@type="abbreviated"]/quarter[@type="4"]	qt-8_XXX
"In some cases, there is more context provided as to which quarter or quarter(s) is being referenced. 

Please give us your translation for terms like “1st Quarter of 2025,” “2nd Quarter of 2025,” and so on—both full forms and abbreviated ones (like “Q1” and ""Q2""). 

Dans certains cas, un contexte supplémentaire est donné pour préciser à quels trimestres on fait référence.

Veuillez donner votre traduction pour des expressions comme « 1er trimestre en 2025 », « 2e trimestre en 2025 », etc. — sous forme complète et abrégée (telles que « T1 » et « T2 »)."					
ENGLISH	FRENCH	Correction (if necessary/si nécessaire)			
1st quarter of 2025	1er trimestre en 2025	pipi ki-tãabr 2025 pʋgẽ		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="wide"]/quarter[@type="1"]	qt2-1_XXX
2nd quarter of 2025	2e trimestre en 2025	ki-tãabr a yiib-n-soaba 2025 pʋgẽ		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="wide"]/quarter[@type="2"]	qt2-2_XXX
3rd quarter of 2025	3e trimestre en 2025	ki-tãabr a tãab-n-soaba 2025 pʋgẽ	A space needed before the year.	//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="wide"]/quarter[@type="3"]	qt2-3_XXX
4th quarter of 2025	4e trimestre en 2025	ki-tãabr a naas-n-soaba 2025 pʋgẽ	A space needed before the year.	//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="wide"]/quarter[@type="4"]	qt2-4_XXX
Q1 of 2025	T1 de 2025	K-tã1 2025 pʋgẽ		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="abbreviated"]/quarter[@type="1"]	qt2-5_XXX
Q2 of 2025	T2 de 2025	K-tã2 2025 pʋgẽ		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="abbreviated"]/quarter[@type="2"]	qt2-6_XXX
Q3 of 2025	T3 de 2025	K-tã3 2025 pʋgẽ		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="abbreviated"]/quarter[@type="3"]	qt2-7_XXX
Q4 of 2025	T4 de 2025	K-tã4 2025 pʋgẽ		//ldml/dates/calendars/calendar[@type="gregorian"]/quarters/quarterContext[@type="format"]/quarterWidth[@type="abbreviated"]/quarter[@type="4"]	qt2-8_XXX
ERAS / ÈRES					
"You're making a Wikipedia article about a famous historical person. Their birthdate might appera like “450 BCE” or “2025 AD.”

We need your local translation for those terms—both the full versions (like “Before Christ”) and the abbreviated ones (like “BC” or “BCE”).

There’s a table with examples in English and French for comparison. If your language doesn’t use some of these terms or abbreviations, just leave them blank or write “NA.”

Vous rédigez un article Wikipédia sur une personnage historique célèbre. Sa date de naissance pourrait être présentée ainsi : « 450 av. n. è. » ou « 2025 ap. J.-C. ».

Nous avons besoin de votre traduction locale de ces termes — à la fois sous forme complète (comme « Avant Jésus-Christ ») et sous forme abrégée (comme « av. J.-C. » ou « av. n. è. »). Vous trouverez un tableau contenant des exemples en anglais et en français à comparer. Si votre langue n’utilise pas certains de ces termes ou abréviations, laissez-les vides ou saisissez « NA »."					
ENGLISH	FRENCH	Correction (if necessary/si nécessaire)			
Before Common Era	avant l’ère commune	Taoor t'a Zeezi Kiris na n pa rʋge		//ldml/dates/calendars/calendar[@type="gregorian"]/eras/eraNames/era[@type="0"][@alt="variant"]	er-1_XXX
BCE	AEC	t. J.K.		//ldml/dates/calendars/calendar[@type="gregorian"]/eras/eraAbbr/era[@type="0"][@alt="variant"]	er-2_XXX
Before Christ	avant Jésus-Christ	Taoor t'a Zeezi Kiris na n pa rʋge		//ldml/dates/calendars/calendar[@type="gregorian"]/eras/eraNames/era[@type="0"]	er-3_XXX
BC	av. J.-C.	t. J.K.		//ldml/dates/calendars/calendar[@type="gregorian"]/eras/eraAbbr/era[@type="0"]	er-4_XXX
Common Era	de l’ère commune	A Zeezi Kiris rʋgmã loogr poore		//ldml/dates/calendars/calendar[@type="gregorian"]/eras/eraNames/era[@type="1"][@alt="variant"]	er-5_XXX
CE	EC	J.K.  l.p. 		//ldml/dates/calendars/calendar[@type="gregorian"]/eras/eraAbbr/era[@type="1"][@alt="variant"]	er-6_XXX
Anno Domini	après Jésus-Christ	A Zeezi Kiris rʋgmã loogr poore		//ldml/dates/calendars/calendar[@type="gregorian"]/eras/eraNames/era[@type="1"]	er-7_XXX
AD	ap. J.-C.	J.K.  l.p. 		//ldml/dates/calendars/calendar[@type="gregorian"]/eras/eraAbbr/era[@type="1"]	er-8_XXX
